Center Image,Left Image,Right Image,Steer Angle,Throttle,Speed_n,Epsilon
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_267.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_267.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_267.jpg,0,0.4170617,0,25.93915
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_369.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_369.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_369.jpg,0,0.4028811,0,26.05651
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_460.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_460.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_460.jpg,0,0.672079,0,26.46174
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_555.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_555.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_555.jpg,0,0.9567069,0,27.22506
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_647.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_647.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_647.jpg,0,0.6794056,0,27.77088
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_750.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_750.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_750.jpg,-0.15,0.7210723,0,28.27048
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_844.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_844.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_844.jpg,-0.4,1,0,28.95272
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_24_944.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_24_944.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_24_944.jpg,0,0.7000855,0,29.62062
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_042.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_042.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_042.jpg,-0.15,0.718128,0,30.10324
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_136.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_136.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_136.jpg,-0.4,0.9977967,0,30.15601
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_230.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_230.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_230.jpg,0,0.7148831,0,30.10334
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_333.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_333.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_333.jpg,-0.1,0.7296031,0,30.13671
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_439.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_439.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_439.jpg,-0.4,1,0,30.15815
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_530.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_530.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_530.jpg,0,0.8609145,0,30.14379
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_624.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_624.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_624.jpg,0,0.5794975,0,30.07205
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_724.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_724.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_724.jpg,0,0.8834478,0,30.17145
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_822.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_822.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_822.jpg,0,1,0,30.18961
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_25_913.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_25_913.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_25_913.jpg,0,0.7270058,0,30.10883
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_020.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_020.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_020.jpg,0,0.7548212,0,30.12234
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_117.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_117.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_117.jpg,0.25,1,0,30.17225
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_214.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_214.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_214.jpg,0,1,0,30.18995
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_305.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_305.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_305.jpg,0,1,0,30.18995
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_393.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_393.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_393.jpg,0,1,0,30.19021
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_493.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_493.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_493.jpg,0,1,0,30.19029
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_587.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_587.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_587.jpg,-0.25,1,0,30.17413
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_679.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_679.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_679.jpg,-0.5000001,1,0,30.145
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_778.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_778.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_778.jpg,0,0.8447253,0,30.15317
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_881.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_881.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_881.jpg,0,0.5349941,0,30.07866
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_26_976.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_26_976.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_26_976.jpg,0,0.5286707,0,30.06672
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_077.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_077.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_077.jpg,0,0.8318542,0,30.14273
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_168.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_168.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_168.jpg,0,1,0,30.19317
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_264.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_264.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_264.jpg,0.1,0.7122968,0,30.10389
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_362.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_362.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_362.jpg,0.35,0.4191761,0,30.02354
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_461.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_461.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_461.jpg,0,0.4169071,0,30.03188
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_561.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_561.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_561.jpg,0,0.7207612,0,30.11278
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_670.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_670.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_670.jpg,0,1,0,30.19754
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_761.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_761.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_761.jpg,-0.1,1,0,30.18695
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_858.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_858.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_858.jpg,0,1,0,30.1896
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_27_940.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_27_940.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_27_940.jpg,0,1,0,30.19023
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_033.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_033.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_033.jpg,0,1,0,30.19027
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_117.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_117.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_117.jpg,-0.1,1,0,30.18796
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_205.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_205.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_205.jpg,-0.3,1,0,30.16967
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_297.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_297.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_297.jpg,0,1,0,30.18762
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_383.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_383.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_383.jpg,0,1,0,30.18979
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_472.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_472.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_472.jpg,0,1,0,30.1902
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_558.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_558.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_558.jpg,-0.25,1,0,30.1765
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_658.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_658.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_658.jpg,0,1,0,30.19001
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_762.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_762.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_762.jpg,0,1,0,30.19026
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_865.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_865.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_865.jpg,0,1,0,30.1903
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_28_960.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_28_960.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_28_960.jpg,0,1,0,30.19029
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_059.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_059.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_059.jpg,0,1,0,30.19035
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_151.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_151.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_151.jpg,0,1,0,30.19025
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_244.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_244.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_244.jpg,0,1,0,30.19045
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_337.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_337.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_337.jpg,-0.25,1,0,30.17487
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_432.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_432.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_432.jpg,-0.45,1,0,30.15206
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_527.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_527.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_527.jpg,0,1,0,30.18868
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_621.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_621.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_621.jpg,0,1,0,30.19026
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_715.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_715.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_715.jpg,0,1,0,30.19023
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_822.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_822.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_822.jpg,0,1,0,30.19018
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_29_919.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_29_919.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_29_919.jpg,0,1,0,30.19031
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_013.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_013.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_013.jpg,-0.2,1,0,30.17995
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_106.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_106.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_106.jpg,-0.45,1,0,30.15151
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_205.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_205.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_205.jpg,0,1,0,30.18882
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_299.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_299.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_299.jpg,0,1,0,30.19012
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_392.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_392.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_392.jpg,0,1,0,30.19028
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_490.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_490.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_490.jpg,0.1,1,0,30.18718
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_584.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_584.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_584.jpg,0.35,1,0,30.16293
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_30_676.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_30_676.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_30_676.jpg,0,1,0,30.18941
